Type,Name,PID,CPU %,MEM %,RAM MB,Heavy
RAM,system,,,,248.25,False
RAM,com.android.systemui,,,,191.11328125,False
RAM,com.whatsapp,,,,172.57421875,False
RAM,com.instagram.android,,,,153.671875,False
RAM,com.google.android.googlequicksearchbox:search,,,,123.671875,False
RAM,com.google.android.gms.persistent,,,,112.23828125,False
RAM,com.truecaller,,,,104.12890625,False
RAM,com.spotify.music,,,,75.08984375,False
RAM,com.google.android.projection.gearhead:shared,,,,73.7109375,False
RAM,com.samsung.android.rubin.app,,,,71.0859375,False
RAM,com.sec.android.app.shealth:remote,,,,68.4296875,False
RAM,com.google.android.googlequicksearchbox:interactor,,,,66.73828125,False
RAM,com.safaricom.mpesa.lifestyle,,,,66.5390625,False
RAM,com.google.android.gms,,,,65.62890625,False
RAM,com.samsung.android.oneconnect,,,,62.51953125,False
RAM,com.samsung.android.oneconnect:Core,,,,62.43359375,False
RAM,com.google.android.as,,,,62.28125,False
RAM,com.android.phone,,,,58.91015625,False
RAM,com.google.android.projection.gearhead:car,,,,58.53515625,False
RAM,com.samsung.android.networkdiagnostic,,,,56.671875,False
RAM,com.samsung.android.fmm,,,,56.5859375,False
RAM,com.osp.app.signin,,,,54.76953125,False
RAM,com.samsung.android.honeyboard,,,,52.9765625,False
RAM,com.facebook.services,,,,51.30078125,False
RAM,com.google.android.cellbroadcastreceiver,,,,50.671875,False
RAM,com.sec.android.app.launcher,,,,49.0078125,False
RAM,com.android.bluetooth,,,,47.87890625,False
RAM,com.samsung.android.gearoplugin,,,,46.91015625,False
RAM,com.google.android.apps.messaging:rcs,,,,45.59375,False
RAM,com.google.android.ext.services,,,,45.2421875,False
RAM,com.microsoft.appmanager:pnsvc,,,,45.23046875,False
RAM,com.google.android.projection.gearhead:provider,,,,44.375,False
RAM,com.sec.imsservice,,,,44.00390625,False
RAM,com.google.android.providers.media.module,,,,42.69921875,False
RAM,com.transsion.oraimohealth,,,,42.61328125,False
RAM,com.sec.android.sdhms,,,,41.4453125,False
RAM,com.samsung.android.dqagent,,,,41.1015625,False
RAM,com.drilens.wamr:notificationl,,,,40.59375,False
RAM,android.process.acore,,,,40.15625,False
RAM,com.prey,,,,39.66796875,False
RAM,com.samsung.android.incallui,,,,38.70703125,False
RAM,com.google.android.googlequicksearchbox:trusted_disable_art_image_:com.google.android.apps.gsa.hotword.hotworddetectionservice.GsaHotwordDetectionService:hotword_detector_0,,,,38.42578125,False
RAM,com.arn.scrobble:bgScrobbler,,,,37.74609375,False
RAM,com.sec.android.provider.badge,,,,37.4375,False
RAM,com.android.networkstack.process,,,,36.9296875,False
RAM,com.samsung.android.app.watchmanager:contentprovider,,,,35.98046875,False
RAM,com.samsung.android.galaxycontinuity,,,,35.8359375,False
RAM,com.sec.android.CcInfo,,,,34.96484375,False
RAM,com.google.process.gservices,,,,34.8203125,False
RAM,com.sec.android.diagmonagent,,,,34.52734375,False
RAM,com.samsung.klmsagent,,,,34.2890625,False
RAM,com.samsung.android.game.gamehome:notification,,,,33.07421875,False
RAM,com.samsung.cmh,,,,32.0859375,False
RAM,com.sec.location.nsflp2,,,,30.44140625,False
RAM,android:drmService,,,,30.43359375,False
RAM,com.android.rkpdapp,,,,30.34375,False
RAM,com.samsung.android.app.telephonyui,,,,29.73046875,False
RAM,com.samsung.android.mdx.kit,,,,28.515625,False
RAM,com.google.android.ims,,,,28.33984375,False
RAM,com.sec.epdg,,,,26.3828125,False
RAM,android.process.media,,,,25.234375,False
RAM,com.samsung.android.themecenter,,,,23.41796875,False
RAM,com.sec.sve,,,,22.7734375,False
RAM,zygote64,,,,21.0546875,False
RAM,com.android.se,,,,20.8359375,False
RAM,com.android.proxyhandler,,,,20.6796875,False
RAM,surfaceflinger,,,,14.375,False
RAM,webview_zygote,,,,14.26953125,False
RAM,com.safaricom.mpesa.lifestyle,,,,10.5390625,False
RAM,audioserver,,,,9.89453125,False
RAM,mediaserver,,,,6.45703125,False
RAM,keystore2,,,,5.58984375,False
RAM,rild,,,,5.01171875,False
RAM,zygote,,,,4.87890625,False
RAM,statsd,,,,3.92578125,False
RAM,netd,,,,3.86328125,False
RAM,media.swcodec,,,,3.61328125,False
RAM,media.metrics,,,,3.48046875,False
RAM,android.hardware.graphics.composer@2.2-service,,,,3.43359375,False
RAM,logd,,,,3.421875,False
RAM,media.extractor,,,,3.16796875,False
RAM,dumpsys,,,,3.1640625,False
RAM,cameraserver,,,,3.1484375,False
RAM,android.hardware.security.keymint-service,,,,3.09765625,False
RAM,lmkd,,,,3.06640625,False
RAM,vendor.samsung.hardware.security.fkeymaster-service,,,,2.95703125,False
RAM,adbd,,,,2.64453125,False
RAM,init,,,,2.57421875,False
RAM,vold,,,,2.5703125,False
RAM,samsung.hardware.media.c2@1.2-service,,,,2.55078125,False
RAM,multiclientd,,,,2.49609375,False
RAM,kumiho.decoder,,,,2.47265625,False
RAM,android.system.suspend-service,,,,2.46484375,False
RAM,wpa_supplicant,,,,2.44921875,False
RAM,vendor.samsung.hardware.biometrics.face-service,,,,2.42578125,False
RAM,vendor.samsung.hardware.health-service,,,,2.40234375,False
RAM,pageboostd,,,,2.3984375,False
RAM,ueventd,,,,2.39453125,False
RAM,vendor.samsung.hardware.thermal-service,,,,2.37109375,False
RAM,android.hardware.audio.service,,,,2.34765625,False
RAM,android.hardware.sensors-service.multihal,,,,2.30859375,False
RAM,android.hardware.wifi-service,,,,2.29296875,False
RAM,servicemanager,,,,2.2578125,False
RAM,vendor.samsung.hardware.hyper-service,,,,2.23828125,False
RAM,installd,,,,2.19921875,False
RAM,prng_seeder,,,,2.19140625,False
RAM,storaged,,,,2.15625,False
RAM,vendor.samsung.hardware.camera.provider-service_64,,,,2.1484375,False
RAM,vendor.samsung.hardware.vibrator-service,,,,2.08203125,False
RAM,wificond,,,,2.08203125,False
RAM,android.hardware.graphics.allocator@4.0-service,,,,2.01953125,False
RAM,gpsd,,,,1.984375,False
RAM,vendor.samsung.hardware.gnss@2.1-service,,,,1.984375,False
RAM,samsung.software.media.c2@1.0-service,,,,1.9375,False
RAM,vaultkeeperd,,,,1.890625,False
RAM,perfmond,,,,1.8828125,False
RAM,vendor.samsung.hardware.security.drk@2.0-service,,,,1.875,False
RAM,vendor.samsung.hardware.biometrics.fingerprint-service,,,,1.87109375,False
RAM,emservice,,,,1.828125,False
RAM,android.hardware.memtrack-service.exynos,,,,1.828125,False
RAM,gatekeeperd,,,,1.8203125,False
RAM,tzdaemon,,,,1.81640625,False
RAM,vendor.samsung.hardware.sysinput-service,,,,1.8125,False
RAM,android.hardware.power.samsung-service,,,,1.80859375,False
RAM,vndservicemanager,,,,1.796875,False
RAM,android.hardware.drm-service.widevine,,,,1.78515625,False
RAM,gpuservice,,,,1.78125,False
RAM,vendor.samsung.hardware.wifi-service,,,,1.75,False
RAM,vendor.samsung.hardware.light-service,,,,1.73828125,False
RAM,android.hardware.bluetooth@1.0-service,,,,1.7265625,False
RAM,android.hardware.drm-service.clearkey,,,,1.70703125,False
RAM,perfsdkserver,,,,1.70703125,False
RAM,credstore,,,,1.703125,False
RAM,fabric_crypto,,,,1.671875,False
