Type,Name,PID,CPU %,MEM %,RAM MB,Heavy
RAM,system,,,,253.03125,False
RAM,com.instagram.android,,,,246.00390625,False
RAM,com.whatsapp,,,,147.11328125,False
RAM,com.android.systemui,,,,132.21484375,False
RAM,com.google.android.googlequicksearchbox:googleapp,,,,122.5390625,False
RAM,com.google.android.gms.persistent,,,,120.765625,False
RAM,com.life360.android.safetymapd,,,,117.04296875,False
RAM,com.google.android.googlequicksearchbox:search,,,,116.20703125,False
RAM,com.life360.android.safetymapd:service,,,,100.69140625,False
RAM,org.telegram.messenger,,,,96.0703125,False
RAM,com.google.android.gms,,,,88.203125,False
RAM,com.sec.android.app.launcher,,,,69.88671875,False
RAM,com.spotify.music,,,,63.69921875,False
RAM,com.samsung.android.oneconnect,,,,59.30859375,False
RAM,com.android.vending,,,,58.4296875,False
RAM,com.samsung.android.fmm,,,,57.02734375,False
RAM,com.truecaller,,,,55.21484375,False
RAM,com.facebook.services,,,,50.15625,False
RAM,com.google.android.googlequicksearchbox:interactor,,,,45.91796875,False
RAM,com.samsung.android.gearoplugin,,,,45.15625,False
RAM,android.process.acore,,,,43.69140625,False
RAM,com.android.phone,,,,42.58203125,False
RAM,com.google.android.as,,,,41.734375,False
RAM,com.transsion.oraimohealth,,,,40.359375,False
RAM,com.samsung.android.honeyboard,,,,40.34765625,False
RAM,com.samsung.android.oneconnect:Core,,,,40.07421875,False
RAM,com.google.process.gapps,,,,40.015625,False
RAM,com.drilens.wamr:notificationl,,,,39.28515625,False
RAM,com.microsoft.appmanager:pnsvc,,,,39.140625,False
RAM,com.sec.android.provider.badge,,,,38.27734375,False
RAM,com.google.process.gservices,,,,37.79296875,False
RAM,com.samsung.android.galaxycontinuity,,,,36.2265625,False
RAM,com.sec.android.sdhms,,,,36.01171875,False
RAM,com.arn.scrobble:bgScrobbler,,,,35.921875,False
RAM,com.google.android.providers.media.module,,,,35.85546875,False
RAM,com.sec.android.app.shealth:remote,,,,35.5078125,False
RAM,com.sec.imsservice,,,,35.5,False
RAM,com.google.android.googlequicksearchbox:trusted_disable_art_image_:com.google.android.apps.gsa.hotword.hotworddetectionservice.GsaHotwordDetectionService:hotword_detector_0,,,,34.921875,False
RAM,com.samsung.klmsagent,,,,34.47265625,False
RAM,com.android.networkstack.process,,,,34.2578125,False
RAM,com.android.bluetooth,,,,34.234375,False
RAM,com.google.android.ext.services,,,,33.84375,False
RAM,com.samsung.android.game.gamehome:notification,,,,32.99609375,False
RAM,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,,,,31.921875,False
RAM,com.google.android.adservices.api,,,,31.859375,False
RAM,android:drmService,,,,31.29296875,False
RAM,com.sec.android.diagmonagent,,,,30.953125,False
RAM,com.prey,,,,30.53515625,False
RAM,com.samsung.cmh,,,,30.1953125,False
RAM,com.sec.location.nsflp2,,,,30.171875,False
RAM,com.android.rkpdapp,,,,27.85546875,False
RAM,com.google.android.apps.messaging:rcs,,,,25.37109375,False
RAM,android.process.media,,,,25.30859375,False
RAM,com.samsung.android.mdx.kit,,,,25.03515625,False
RAM,com.samsung.android.app.telephonyui,,,,24.3125,False
RAM,com.google.android.ims,,,,23.23046875,False
RAM,com.sec.epdg,,,,22.328125,False
RAM,zygote64,,,,21.00390625,False
RAM,com.samsung.android.themecenter,,,,20.96484375,False
RAM,com.sec.sve,,,,20.3125,False
RAM,com.android.se,,,,18.70703125,False
RAM,com.android.proxyhandler,,,,18.5234375,False
RAM,webview_zygote,,,,14.28515625,False
RAM,surfaceflinger,,,,12.7421875,False
RAM,audioserver,,,,6.2734375,False
RAM,keystore2,,,,6.06640625,False
RAM,media.swcodec,,,,5.89453125,False
RAM,mediaserver,,,,4.8984375,False
RAM,rild,,,,4.89453125,False
RAM,zygote,,,,4.87890625,False
RAM,netd,,,,4.0390625,False
RAM,statsd,,,,4.0,False
RAM,gpsd,,,,3.65234375,False
RAM,cameraserver,,,,3.56640625,False
RAM,logd,,,,3.484375,False
RAM,vendor.samsung.hardware.gnss@2.1-service,,,,3.4375,False
RAM,android.hardware.graphics.composer@2.2-service,,,,3.17578125,False
RAM,dumpsys,,,,3.1640625,False
RAM,android.hardware.security.keymint-service,,,,3.1015625,False
RAM,lmkd,,,,3.06640625,False
RAM,vendor.samsung.hardware.security.fkeymaster-service,,,,2.95703125,False
RAM,samsung.hardware.media.c2@1.2-service,,,,2.7265625,False
RAM,android.system.suspend-service,,,,2.70703125,False
RAM,wpa_supplicant,,,,2.6484375,False
RAM,vold,,,,2.5703125,False
RAM,multiclientd,,,,2.49609375,False
RAM,kumiho.decoder,,,,2.47265625,False
RAM,samsung.software.media.c2@1.0-service,,,,2.46484375,False
RAM,vendor.samsung.hardware.biometrics.face-service,,,,2.42578125,False
RAM,vendor.samsung.hardware.health-service,,,,2.421875,False
RAM,pageboostd,,,,2.390625,False
RAM,vendor.samsung.hardware.hyper-service,,,,2.375,False
RAM,vendor.samsung.hardware.thermal-service,,,,2.375,False
RAM,ueventd,,,,2.36328125,False
RAM,adbd,,,,2.36328125,False
RAM,media.extractor,,,,2.35546875,False
RAM,android.hardware.wifi-service,,,,2.34375,False
RAM,init,,,,2.30859375,False
RAM,android.hardware.sensors-service.multihal,,,,2.30859375,False
RAM,servicemanager,,,,2.29296875,False
RAM,wificond,,,,2.28515625,False
RAM,installd,,,,2.19140625,False
RAM,prng_seeder,,,,2.16015625,False
RAM,vendor.samsung.hardware.camera.provider-service_64,,,,2.1484375,False
RAM,storaged,,,,2.14453125,False
RAM,android.hardware.graphics.allocator@4.0-service,,,,2.02734375,False
RAM,gatekeeperd,,,,2.0078125,False
RAM,vaultkeeperd,,,,1.890625,False
RAM,vendor.samsung.hardware.security.drk@2.0-service,,,,1.875,False
RAM,perfmond,,,,1.8671875,False
RAM,vendor.samsung.hardware.biometrics.fingerprint-service,,,,1.8515625,False
RAM,media.metrics,,,,1.84375,False
RAM,hwservicemanager,,,,1.8359375,False
RAM,emservice,,,,1.828125,False
RAM,android.hardware.memtrack-service.exynos,,,,1.828125,False
RAM,tzdaemon,,,,1.81640625,False
RAM,android.hardware.power.samsung-service,,,,1.8046875,False
