Type,Name,PID,CPU %,MEM %,RAM MB,Heavy
RAM,system,,,,241.9296875,False
RAM,com.whatsapp,,,,154.109375,False
RAM,com.safaricom.mpesa.lifestyle,,,,138.15234375,False
RAM,com.truecaller,,,,135.5703125,False
RAM,com.google.android.gms.persistent,,,,114.15625,False
RAM,com.life360.android.safetymapd,,,,106.95703125,False
RAM,com.google.android.gms,,,,75.58203125,False
RAM,com.android.systemui,,,,67.9765625,False
RAM,com.life360.android.safetymapd:service,,,,62.50390625,False
RAM,com.samsung.android.calendar,,,,50.01171875,False
RAM,com.google.android.gms.unstable,,,,48.8671875,False
RAM,com.spotify.music,,,,47.71484375,False
RAM,com.sec.android.app.launcher,,,,45.30859375,False
RAM,android.process.acore,,,,41.4296875,False
RAM,com.android.vending,,,,41.33203125,False
RAM,com.google.android.googlequicksearchbox:interactor,,,,41.2109375,False
RAM,com.android.phone,,,,41.0078125,False
RAM,com.facebook.services,,,,40.9375,False
RAM,com.samsung.android.oneconnect:Core,,,,39.7890625,False
RAM,com.samsung.android.honeyboard,,,,39.33203125,False
RAM,com.android.providers.calendar,,,,37.59375,False
RAM,com.sec.android.provider.badge,,,,36.44921875,False
RAM,com.google.android.as,,,,34.58203125,False
RAM,com.sec.android.sdhms,,,,34.0703125,False
RAM,com.sec.android.app.shealth:remote,,,,33.47265625,False
RAM,com.google.android.ext.services,,,,33.08984375,False
RAM,com.samsung.klmsagent,,,,32.53125,False
RAM,com.android.bluetooth,,,,32.17578125,False
RAM,com.google.android.providers.media.module,,,,31.8828125,False
RAM,com.google.android.googlequicksearchbox:trusted_disable_art_image_:com.google.android.apps.gsa.hotword.hotworddetectionservice.GsaHotwordDetectionService:hotword_detector_0,,,,31.31640625,False
RAM,com.sec.android.diagmonagent,,,,30.87890625,False
RAM,com.google.android.adservices.api,,,,30.8671875,False
RAM,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,,,,30.30078125,False
RAM,com.prey,,,,30.28125,False
RAM,com.samsung.cmh,,,,30.05859375,False
RAM,com.sec.imsservice,,,,29.890625,False
RAM,com.android.networkstack.process,,,,29.734375,False
RAM,android:drmService,,,,28.4140625,False
RAM,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,,,,28.046875,False
RAM,com.android.rkpdapp,,,,27.87109375,False
RAM,com.sec.location.nsflp2,,,,27.75,False
RAM,com.google.android.apps.messaging:rcs,,,,25.38671875,False
RAM,android.process.media,,,,25.33984375,False
RAM,com.samsung.android.mdx.kit,,,,24.80859375,False
RAM,com.samsung.android.app.telephonyui,,,,24.32421875,False
RAM,com.google.android.ims,,,,23.24609375,False
RAM,com.sec.epdg,,,,22.67578125,False
RAM,zygote64,,,,21.07421875,False
RAM,com.samsung.android.themecenter,,,,20.9765625,False
RAM,com.sec.sve,,,,20.1484375,False
RAM,com.android.se,,,,18.7109375,False
RAM,com.android.proxyhandler,,,,18.53515625,False
RAM,webview_zygote,,,,14.2890625,False
RAM,surfaceflinger,,,,11.546875,False
RAM,keystore2,,,,4.97265625,False
RAM,zygote,,,,4.87890625,False
RAM,audioserver,,,,4.6484375,False
RAM,netd,,,,4.11328125,False
RAM,mediaserver,,,,3.94140625,False
RAM,statsd,,,,3.78125,False
RAM,dumpsys,,,,3.16015625,False
RAM,android.hardware.graphics.composer@2.2-service,,,,3.10546875,False
RAM,android.hardware.security.keymint-service,,,,3.08984375,False
RAM,lmkd,,,,3.06640625,False
RAM,vendor.samsung.hardware.security.fkeymaster-service,,,,2.95703125,False
RAM,logd,,,,2.94140625,False
RAM,cameraserver,,,,2.6484375,False
RAM,adbd,,,,2.625,False
RAM,wpa_supplicant,,,,2.546875,False
RAM,rild,,,,2.54296875,False
RAM,kumiho.decoder,,,,2.47265625,False
RAM,media.swcodec,,,,2.44921875,False
RAM,vendor.samsung.hardware.biometrics.face-service,,,,2.42578125,False
RAM,vendor.samsung.hardware.gnss@2.1-service,,,,2.39453125,False
RAM,pageboostd,,,,2.390625,False
RAM,media.extractor,,,,2.35546875,False
RAM,vold,,,,2.33984375,False
RAM,android.hardware.wifi-service,,,,2.3046875,False
RAM,vendor.samsung.hardware.thermal-service,,,,2.27734375,False
RAM,gpsd,,,,2.26953125,False
RAM,vendor.samsung.hardware.health-service,,,,2.21484375,False
RAM,installd,,,,2.19140625,False
RAM,android.hardware.sensors-service.multihal,,,,2.15234375,False
RAM,prng_seeder,,,,2.1484375,False
RAM,vendor.samsung.hardware.camera.provider-service_64,,,,2.1484375,False
RAM,vendor.samsung.hardware.hyper-service,,,,2.14453125,False
RAM,servicemanager,,,,2.13671875,False
RAM,android.system.suspend-service,,,,2.12890625,False
RAM,multiclientd,,,,2.12890625,False
RAM,wificond,,,,2.09765625,False
RAM,init,,,,2.06640625,False
RAM,samsung.hardware.media.c2@1.2-service,,,,2.0625,False
RAM,vaultkeeperd,,,,1.890625,False
RAM,vendor.samsung.hardware.security.drk@2.0-service,,,,1.875,False
RAM,storaged,,,,1.87109375,False
RAM,perfmond,,,,1.859375,False
RAM,media.metrics,,,,1.8515625,False
RAM,vendor.samsung.hardware.biometrics.fingerprint-service,,,,1.8515625,False
RAM,samsung.software.media.c2@1.0-service,,,,1.83203125,False
RAM,android.hardware.memtrack-service.exynos,,,,1.828125,False
RAM,gatekeeperd,,,,1.8203125,False
RAM,tzdaemon,,,,1.81640625,False
RAM,vndservicemanager,,,,1.796875,False
RAM,emservice,,,,1.79296875,False
RAM,vendor.samsung.hardware.vibrator-service,,,,1.78515625,False
RAM,android.hardware.drm-service.widevine,,,,1.78515625,False
RAM,android.hardware.power.samsung-service,,,,1.77734375,False
RAM,gpuservice,,,,1.7734375,False
RAM,vendor.samsung.hardware.wifi-service,,,,1.75,False
RAM,android.hardware.graphics.allocator@4.0-service,,,,1.74609375,False
RAM,vendor.samsung.hardware.light-service,,,,1.73828125,False
RAM,vendor.samsung.hardware.sysinput-service,,,,1.73828125,False
RAM,android.hardware.drm-service.clearkey,,,,1.70703125,False
RAM,perfsdkserver,,,,1.70703125,False
RAM,credstore,,,,1.703125,False
RAM,fabric_crypto,,,,1.671875,False
RAM,incidentd,,,,1.66796875,False
RAM,vendor.samsung.hardware.security.proca@2.0-service,,,,1.65625,False
RAM,iod,,,,1.65234375,False
RAM,vendor.samsung_slsi.hardware.ExynosHWCServiceTW@1.0-service,,,,1.640625,False
RAM,cass,,,,1.63671875,False
RAM,smdexe,,,,1.6328125,False
RAM,speg_helper,,,,1.6328125,False
RAM,spqr_service,,,,1.6328125,False
RAM,vendor.samsung.hardware.security.engmode@1.0-service,,,,1.59765625,False
RAM,ip6tables-restore,,,,1.59375,False
RAM,iptables-restore,,,,1.58203125,False
RAM,imsd,,,,1.55859375,False
RAM,watchdogd,,,,1.5546875,False
RAM,traced,,,,1.55078125,False
RAM,vendor.samsung.hardware.security.vaultkeeper@2.0-service,,,,1.52734375,False
RAM,wlbtd,,,,1.515625,False
RAM,android.hidl.allocator@1.0-service,,,,1.5,False
RAM,tzts_daemon,,,,1.48828125,False
RAM,auditd,,,,1.48046875,False
RAM,tombstoned,,,,1.47265625,False
RAM,connfwexe,,,,1.47265625,False
RAM,android.hardware.usb@1.3-service.coral,,,,1.42578125,False
RAM,android.hardware.bluetooth@1.0-service,,,,1.40625,False
RAM,hwservicemanager,,,,1.3671875,False
RAM,ueventd,,,,1.32421875,False
RAM,android.hardware.gatekeeper@1.0-service,,,,1.30859375,False
RAM,ddexe,,,,1.29296875,False
RAM,traced_probes,,,,1.26953125,False
RAM,diagexe,,,,1.265625,False
RAM,cbd,,,,1.265625,False
RAM,main_abox,,,,1.2578125,False
RAM,abox_log,,,,1.234375,False
RAM,init,,,,1.1953125,False
RAM,android.hardware.audio.service,,,,0.75390625,False
RAM,drmserver,,,,0.69921875,False
RAM,media.codec,,,,0.28515625,False
RAM,android.hardware.cas@1.2-service,,,,0.2109375,False
